platform,published_at,media_type,title_or_caption,url,views,likes,comments,shares,saves,estimated_minutes_watched,average_view_duration_seconds,subscribers_gained,engagement_rate_percent,channel_label,publishedAt,published_date,mediaType,post_type,titleOrCaption,reach,clicks,estimatedMinutesWatched,averageViewDurationSeconds,subscribersGained,engagementRatePercent,content_signal,recommended_action,facebook_reel_plays,facebook_3s_views,facebook_3s_unique_views,facebook_10s_views,facebook_15s_views,facebook_total_views_any,facebook_total_media_view,facebook_total_media_view_unique,estimated_actual_views,facebook_15s_view_rate_percent,facebook_plays_per_reached_person,facebook_avg_watch_seconds,reactions,length_seconds,facebook_metric_source,facebook_candidate_source,facebook_video_id_used,facebook_post_id_fallback,facebook_reactions_by_type,facebook_clicks_by_type,facebook_insight_metrics_returned,facebook_raw_metrics_json,page_name,asset_key,pillar,topic,post_date,engagement_rate,facebook_url,fbid,url_normalized,campaign,short_num,already_crossposted,book_or_offer,content_pillar,cta
Facebook,2026-05-29,VIDEO,Luteal phase + Athena weight = you overheat faster. Your cycle raises resting core temp before racing. Athena weight means less favorable heat ra...,https://www.facebook.com/reel/1522067329447158/,150,1,0,0,0,22.6,9.04,0,0.67,,2026-05-29T09:26:34+0000,2026-05-29,VIDEO,REEL,Luteal phase + Athena weight = you overheat faster. Your cycle raises resting core temp before racing. Athena weight means less favorable heat ra...,0.0,0.0,22.6,9.04,0.0,0.67,Winner,Study the hook/title and make a follow-up.,150.0,40.0,39.0,0.0,3.0,150.0,0.0,146.0,150.0,2.0,0.0,9.04,1.0,36.0,post_insights+video_insights,posts_attachment,1522067329447158,1099582573243403_122100457773340266,"{""like"": 1}",{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 150, ""post_video_view_time"": 1355926, ""post_video_avg_time_watched"": 9039, ""post_reactions_by_type_total"": {""like"": 1}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 40, ""post_video_views_unique"": 39, ""post_video_views_15s"": 3, ""post_total_media_view_unique"": 146, ""post_video_complete_views_30s"": 2, ""post_video_complete_views_30s_unique"": 2}",,,,,,,,,https://www.facebook.com/reel/1522067329447158,Athena Protocol Launch,2,True,The Athena Protocol,Heat,—
Instagram-WB,2026-06-06,REELS,Epigenetic inheritance is documented science.  What we inherit from our ancestors is not just eye color and blood type. We may carry the imprint ...,https://www.instagram.com/reel/DZPPZA2IKq5/,142,1,0,0,1,0.0,0.0,0,1.41,,,,,,,,,,,,,Winner,Study the hook/title and make a follow-up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZPPZA2IKq5,What the Blood Knows Launch,2,True,What the Blood Knows,Science,—
YouTube,2026-05-29,VIDEO,Why Athena Athletes Overheat Faster — The Hormone-Heat Link | Athena Protocol,https://www.youtube.com/watch?v=AjKi0drenVI,141,0,0,0,0,6.0,22.0,0,0.0,Will Power Protocols,,,,,,,,,,,,"Winner, Repurpose Candidate",Study the hook/title and make a follow-up. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=AjKi0drenVI,Athena Protocol Launch,2,True,The Athena Protocol,Heat,—
Instagram,2026-04-18,REELS,You are doing everything right. Here is the one variable destroying your results. Sleep is not recovery. Sleep is the protocol. After 50 your cor...,https://www.instagram.com/reel/DXRBmUiDl14/,135,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,"Winner, Repurpose Candidate",Study the hook/title and make a follow-up. Turn this Reel into a YouTube Short.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DXRBmUiDl14,Win the Long War Launch - OldVideo,8,True,Win the Long War,Sleep,—
Facebook,2026-05-26,VIDEO,"Most nutrition plans assume 135 lbs. The math fails you twice — once for your body size, once for your sex. Women burn 130 cal/mile at 185 lbs. P...",https://www.facebook.com/reel/1255188883360661/,133,0,0,0,0,6.46,2.92,0,0.0,,2026-05-26T18:12:46+0000,2026-05-26,VIDEO,REEL,"Most nutrition plans assume 135 lbs. The math fails you twice — once for your body size, once for your sex. Women burn 130 cal/mile at 185 lbs. P...",0.0,0.0,6.46,2.92,0.0,0.0,Winner,Study the hook/title and make a follow-up.,133.0,27.0,24.0,0.0,3.0,133.0,0.0,126.0,133.0,2.26,0.0,2.92,0.0,45.0,post_insights+video_insights,posts_attachment,1255188883360661,1099582573243403_122098554873340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 133, ""post_video_view_time"": 387802, ""post_video_avg_time_watched"": 2915, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 27, ""post_video_views_unique"": 24, ""post_video_views_15s"": 3, ""post_total_media_view_unique"": 126, ""post_video_complete_views_30s"": 1, ""post_video_complete_views_30s_unique"": 1}",,,,,,,,,https://www.facebook.com/reel/1255188883360661,Athena Protocol Launch,1,True,The Athena Protocol,Fueling,—
Instagram,2026-06-03,REELS,The 10% rule wasn't built for your body weight.  Standard plans were developed on lighter athletes. At 240 lbs a 10% volume increase represents a...,https://www.instagram.com/reel/DZHoZYKuZdg/,131,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,"Winner, Repurpose Candidate",Study the hook/title and make a follow-up. Turn this Reel into a YouTube Short.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZHoZYKuZdg,Clydesdale Protocol Launch,3,True,The Clydesdale Protocol,Plans,—
YouTube,2026-05-27,VIDEO,Your Fueling Plan Is Wrong If You Weigh Over 200 lbs | The Clydesdale Protocol,https://www.youtube.com/watch?v=D3KDiRCiDT0,131,2,0,0,0,8.0,23.0,0,1.53,Will Power Protocols,,,,,,,,,,,,"Winner, Watch-Time Winner, Repurpose Candidate",Study the hook/title and make a follow-up. This generated real watch time; create a deeper version. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=D3KDiRCiDT0,Clydesdale Protocol Launch,1,True,The Clydesdale Protocol,Fueling,—
Facebook,2026-05-27,VIDEO,Menopause doesn't just affect hormones. It attacks your sleep.  Hot flashes fragment deep sleep. Night sweats cause micro-arousals. Estrogen decl...,https://www.facebook.com/reel/1404160878424270/,129,0,0,0,0,6.77,3.15,0,0.0,,2026-05-27T21:38:42+0000,2026-05-27,VIDEO,REEL,Menopause doesn't just affect hormones. It attacks your sleep.  Hot flashes fragment deep sleep. Night sweats cause micro-arousals. Estrogen decl...,0.0,0.0,6.77,3.15,0.0,0.0,Winner,Study the hook/title and make a follow-up.,129.0,38.0,36.0,0.0,4.0,129.0,0.0,123.0,129.0,3.1,0.0,3.15,0.0,47.0,post_insights+video_insights,posts_attachment,1404160878424270,1099582573243403_122099371587340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 129, ""post_video_view_time"": 406419, ""post_video_avg_time_watched"": 3150, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 38, ""post_video_views_unique"": 36, ""post_video_views_15s"": 4, ""post_total_media_view_unique"": 123, ""post_video_complete_views_30s"": 1, ""post_video_complete_views_30s_unique"": 1}",,,,,,,,,https://www.facebook.com/reel/1404160878424270,Women's Edition Launch,1,True,Win the Long War Women's Edition,Sleep,—
Facebook,2026-05-27,VIDEO,Most nutrition plans assume 165 lbs. You're not 165 lbs.  At 240 lbs you burn 151 calories per mile — not the 97 standard plans assume. That's 70...,https://www.facebook.com/reel/1466332614784982/,127,0,0,0,0,11.3,5.34,0,0.0,,2026-05-27T08:58:44+0000,2026-05-27,VIDEO,REEL,Most nutrition plans assume 165 lbs. You're not 165 lbs.  At 240 lbs you burn 151 calories per mile — not the 97 standard plans assume. That's 70...,0.0,0.0,11.3,5.34,0.0,0.0,Winner,Study the hook/title and make a follow-up.,127.0,42.0,39.0,0.0,12.0,127.0,0.0,121.0,127.0,9.45,0.0,5.34,0.0,46.0,post_insights+video_insights,posts_attachment,1466332614784982,1099582573243403_122098931931340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 127, ""post_video_view_time"": 677954, ""post_video_avg_time_watched"": 5338, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 42, ""post_video_views_unique"": 39, ""post_video_views_15s"": 12, ""post_total_media_view_unique"": 121, ""post_video_complete_views_30s"": 4, ""post_video_complete_views_30s_unique"": 4}",,,,,,,,,https://www.facebook.com/reel/1466332614784982,Clydesdale Protocol Launch,1,True,The Clydesdale Protocol,Fueling,—
Instagram,2026-05-16,REELS,"Men over 50 don't need less sleep. They're just getting less.  Poor sleep after 50 disrupts testosterone, impairs muscle recovery, raises cortiso...",https://www.instagram.com/reel/DYaRg89MvN8/,127,1,1,0,0,0.0,0.0,0,1.57,,,,,,,,,,,,,"Winner, Repurpose Candidate",Study the hook/title and make a follow-up. Turn this Reel into a YouTube Short.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYaRg89MvN8,Win the Long War Launch,1,True,Win the Long War,Sleep,—
Instagram-WB,2026-06-15,REELS,"He came back with something in his right hand.  Harvard carbon dated it at 43,200 years before present.  He has been keeping field reports. Not b...",https://www.instagram.com/reel/DZnhL5RI5lD/,125,0,0,0,1,0.0,0.0,0,0.8,,,,,,,,,,,,,Winner,Study the hook/title and make a follow-up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZnhL5RI5lD,What the Blood Knows Launch,4,True,What the Blood Knows,Artifact,—
Facebook,2026-05-21,VIDEO,I dropped my cholesterol 75 points. No medication.  Zone 2 cardio 4x/week raises HDL directly. Soluble fiber binds and removes LDL. Resistance tr...,https://www.facebook.com/reel/1673932450479236/,123,0,0,0,0,8.68,4.24,0,0.0,,2026-05-21T20:19:28+0000,2026-05-21,VIDEO,REEL,I dropped my cholesterol 75 points. No medication.  Zone 2 cardio 4x/week raises HDL directly. Soluble fiber binds and removes LDL. Resistance tr...,0.0,0.0,8.68,4.24,0.0,0.0,Winner,Study the hook/title and make a follow-up.,123.0,27.0,23.0,0.0,4.0,123.0,0.0,116.0,123.0,3.25,0.0,4.24,0.0,44.0,post_insights+video_insights,posts_attachment,1673932450479236,1099582573243403_122095488771340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 123, ""post_video_view_time"": 521083, ""post_video_avg_time_watched"": 4236, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 27, ""post_video_views_unique"": 23, ""post_video_views_15s"": 4, ""post_total_media_view_unique"": 116, ""post_video_complete_views_30s"": 3, ""post_video_complete_views_30s_unique"": 2}",,,,,,,,,https://www.facebook.com/reel/1673932450479236,Win the Long War Launch,3,True,Win the Long War,Cholesterol,—
Instagram,2026-05-16,REELS,"After 50: 3–5% muscle loss per decade. After 60: it accelerates.  Muscle is not vanity. It is metabolic armor. It regulates blood sugar, protects...",https://www.instagram.com/reel/DYaX5hfB4Q1/,123,1,1,0,0,0.0,0.0,0,1.63,,,,,,,,,,,,,"Winner, Promising, Repurpose Candidate",Study the hook/title and make a follow-up. Good engagement; test a stronger hook or repost angle. Turn this Reel into a YouTube Short.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYaX5hfB4Q1,Win the Long War Launch,2,True,Win the Long War,Muscle,—
YouTube,2026-05-19,VIDEO,Why Discipline Alone Fails After 50 — The System That Works | Win the Long War,https://www.youtube.com/watch?v=latZ4Bu3zCw,122,1,0,1,0,14.0,39.0,0,1.64,Will Power Protocols,,,,,,,,,,,,"Winner, Watch-Time Winner, Promising, Repurpose Candidate",Study the hook/title and make a follow-up. This generated real watch time; create a deeper version. Good engagement; test a stronger hook or repost angle. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=latZ4Bu3zCw,Win the Long War Launch,4,True,Win the Long War,Zone 2,—
Instagram,2026-04-20,REELS,Growth hormone repairs your muscle while you sleep. After 50 it plummets. And most men are getting six hours and calling it fine. You are trainin...,https://www.instagram.com/reel/DXWRExijnsW/,118,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,"Winner, Repurpose Candidate",Study the hook/title and make a follow-up. Turn this Reel into a YouTube Short.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DXWRExijnsW,—,—,,—,—,—
Instagram-WB,2026-06-11,REELS,Colt Crane lives alone in the Oregon woods. He is not looking for what finds him.  The fire has been going for an hour when the room goes somewhe...,https://www.instagram.com/reel/DZclIYvIPi0/,116,1,0,0,0,0.0,0.0,0,0.86,,,,,,,,,,,,,Winner,Study the hook/title and make a follow-up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZclIYvIPi0,What the Blood Knows Launch,3,True,What the Blood Knows,Character,—
Instagram,2026-05-18,REELS,Zone 2 dropped my resting heart rate from 59 to 36.  Not racing. Zone 2. Four times per week. The pace where you can hold a conversation but not ...,https://www.instagram.com/reel/DYfc3hjlEyw/,113,1,0,0,0,0.0,0.0,0,0.88,,,,,,,,,,,,,"Winner, Repurpose Candidate",Study the hook/title and make a follow-up. Turn this Reel into a YouTube Short.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYfc3hjlEyw,Win the Long War Launch,4,True,Win the Long War,Zone 2,—
Instagram,2026-05-18,REELS,"I dropped my cholesterol 75 points. No medication.  Cholesterol numbers are not a verdict. They are a variable. Dietary changes, Zone 2 training,...",https://www.instagram.com/reel/DYfEU2rMDUs/,111,1,0,0,0,0.0,0.0,0,0.9,,,,,,,,,,,,,"Winner, Repurpose Candidate",Study the hook/title and make a follow-up. Turn this Reel into a YouTube Short.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYfEU2rMDUs,Win the Long War Launch,3,True,Win the Long War,Cholesterol,—
YouTube,2026-05-26,VIDEO,Why Nutrition Plans Fail Athena Athletes Twice | The Athena Protocol,https://www.youtube.com/watch?v=57MerdsCFtU,108,1,0,0,0,5.0,13.0,0,0.93,Will Power Protocols,,,,,,,,,,,,"Winner, Repurpose Candidate",Study the hook/title and make a follow-up. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=57MerdsCFtU,Athena Protocol Launch,1,True,The Athena Protocol,Fueling,—
Instagram,2026-05-26,REELS,Most nutrition plans assume 135 lbs. The math fails you twice.  Once for your body size. Once for your sex. Women oxidize fat at a higher rate th...,https://www.instagram.com/reel/DYz7rDfp8hG/,101,2,0,0,0,0.0,0.0,0,1.98,,,,,,,,,,,,,"Winner, Promising, Repurpose Candidate",Study the hook/title and make a follow-up. Good engagement; test a stronger hook or repost angle. Turn this Reel into a YouTube Short.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYz7rDfp8hG,Athena Protocol Launch,1,True,The Athena Protocol,Fueling,—
Instagram,2026-06-09,REELS,Estrogen protects muscle. When it drops — muscle loss accelerates.  This is not a fitness problem. It is a metabolic emergency most women over 50...,https://www.instagram.com/reel/DZYOHj3ppgJ/,85,1,0,0,0,0.0,0.0,0,1.18,,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZYOHj3ppgJ,Women's Edition Launch,2,True,Win the Long War Women's Edition,Muscle,—
Instagram-WB,2026-06-19,REELS,Some things the body knows before the mind can explain.  The place you've never been that feels like home. The grief that arrives for people you'...,https://www.instagram.com/reel/DZx0erXIWri/,83,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZx0erXIWri,What the Blood Knows Launch,5,True,What the Blood Knows,Invitation,—
Instagram,2026-05-27,REELS,Most nutrition plans assume 165 lbs. You're not 165 lbs.  At 240 lbs you burn 151 calories per mile — not the 97 standard plans assume. That's 70...,https://www.instagram.com/reel/DY1hBGRAZLi/,66,1,0,0,0,0.0,0.0,0,1.52,,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DY1hBGRAZLi,Clydesdale Protocol Launch,1,True,The Clydesdale Protocol,Fueling,—
Facebook-WB,2026-05-27,VIDEO,"In 2013, scientists showed mice passed fear to offspring — a scent they had never encountered. The mechanism is not understood. The phenomenon is...",https://www.facebook.com/reel/967576302579880/,64,0,0,0,0,5.75,5.39,0,0.0,,2026-05-27T20:04:12+0000,2026-05-27,VIDEO,REEL,"In 2013, scientists showed mice passed fear to offspring — a scent they had never encountered. The mechanism is not understood. The phenomenon is...",0.0,0.0,5.75,5.39,0.0,0.0,Watch,Keep collecting data.,64.0,34.0,32.0,0.0,4.0,64.0,0.0,60.0,64.0,6.25,0.0,5.39,0.0,38.0,post_insights+video_insights,posts_attachment,967576302579880,1139610515899648_122100299595338188,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 64, ""post_video_view_time"": 345198, ""post_video_avg_time_watched"": 5393, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 34, ""post_video_views_unique"": 32, ""post_video_views_15s"": 4, ""post_total_media_view_unique"": 60, ""post_video_complete_views_30s"": 2, ""post_video_complete_views_30s_unique"": 2}",,,,,,,,,https://www.facebook.com/reel/967576302579880,What the Blood Knows Launch,1,True,What the Blood Knows,Hook,—
Instagram,2026-05-19,REELS,Discipline without a system is suffering in the wrong direction.  After 300 races and 40 years it comes down to 7 non-negotiables. Sleep. Fuel. M...,https://www.instagram.com/reel/DYh_aXNA69o/,58,1,0,0,0,0.0,0.0,0,1.72,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYh_aXNA69o,Win the Long War Launch,5,True,Win the Long War,System,—
Facebook,2026-06-03,VIDEO,The 10% rule wasn't built for your body weight.  Standard plans calibrated for lighter athletes. At 240 lbs a 10% volume jump is substantially mo...,https://www.facebook.com/reel/2213423409488607/,49,0,0,0,0,72.98,89.36,0,0.0,,2026-06-03T09:59:43+0000,2026-06-03,VIDEO,REEL,The 10% rule wasn't built for your body weight.  Standard plans calibrated for lighter athletes. At 240 lbs a 10% volume jump is substantially mo...,0.0,0.0,72.98,89.36,0.0,0.0,Watch,Keep collecting data.,49.0,12.0,10.0,0.0,2.0,49.0,0.0,45.0,49.0,4.08,0.0,89.36,0.0,42.0,post_insights+video_insights,posts_attachment,2213423409488607,1099582573243403_122104517169340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 49, ""post_video_view_time"": 4378506, ""post_video_avg_time_watched"": 89357, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 12, ""post_video_views_unique"": 10, ""post_video_views_15s"": 2, ""post_total_media_view_unique"": 45, ""post_video_complete_views_30s"": 1, ""post_video_complete_views_30s_unique"": 1}",,,,,,,,,https://www.facebook.com/reel/2213423409488607,Clydesdale Protocol Launch,3,True,The Clydesdale Protocol,Plans,—
Instagram,2026-06-04,REELS,At 240 lbs you lose over 2 liters of fluid per hour.  Standard hydration guidelines assume far less. Following generic sodium targets at your bod...,https://www.instagram.com/reel/DZLI4L6OWau/,48,1,0,0,0,0.0,0.0,0,2.08,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZLI4L6OWau,Clydesdale Protocol Launch,4,True,The Clydesdale Protocol,Sweat Rate,—
Facebook,2026-05-22,VIDEO,Most health protocols for men over 50 were built for someone younger. This one wasn't.  Two AI hosts break down the complete Win the Long War pro...,https://www.facebook.com/reel/1702505980748269/,43,0,0,0,0,5.17,7.21,0,0.0,,2026-05-22T08:02:23+0000,2026-05-22,VIDEO,REEL,Most health protocols for men over 50 were built for someone younger. This one wasn't.  Two AI hosts break down the complete Win the Long War pro...,0.0,0.0,5.17,7.21,0.0,0.0,Watch,Keep collecting data.,43.0,16.0,12.0,0.0,2.0,43.0,0.0,37.0,43.0,4.65,0.0,7.21,0.0,514.0,post_insights+video_insights,posts_attachment,1702505980748269,1099582573243403_122095816941340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 43, ""post_video_view_time"": 309967, ""post_video_avg_time_watched"": 7208, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 16, ""post_video_views_unique"": 12, ""post_video_views_15s"": 2, ""post_total_media_view_unique"": 37, ""post_video_complete_views_30s"": 2, ""post_video_complete_views_30s_unique"": 1}",,,,,,,,,https://www.facebook.com/reel/1702505980748269,Win the Long War Launch,—,False,Win the Long War,Full Book Overview,—
Instagram,2026-06-01,REELS,"Standard plans excluded you twice. Wrong sex. Wrong weight.  Most exercise science used male subjects on lighter athletes. The pacing tables, hyd...",https://www.instagram.com/reel/DZCZhqMBWzv/,42,1,0,0,0,0.0,0.0,0,2.38,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZCZhqMBWzv,Athena Protocol Launch,3,True,The Athena Protocol,Plans,—
Instagram-WB,2026-05-24,FEED,The Library of Alexandria didn't burn in a single catastrophic night.  The story most people know — Julius Caesar's fire in 48 BC — destroyed som...,https://www.instagram.com/p/DYuTmwyFqTC/,36,2,0,0,0,0.0,0.0,0,5.56,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYuTmwyFqTC,—,—,False,Prehistoric Memories,Lost & Forgotten,—
Instagram-WB,2026-05-24,FEED,"Everyone knows Megalodon. Fewer people know what ruled the seas before it.  Mosasaurus — a 57-foot marine lizard, not a fish, not a dinosaur — do...",https://www.instagram.com/p/DYuRzlslkSj/,34,2,0,0,0,0.0,0.0,0,5.88,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYuRzlslkSj,—,—,False,Prehistoric Memories,Ancient Life,—
Instagram,2026-04-14,REELS,I end every message with two words. Here is what they actually mean. Battle Hard is not about suffering. It is about showing up every single day....,https://www.instagram.com/reel/DXIE6lEkevS/,33,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DXIE6lEkevS,Win the Long War Launch - OldVideo,6,True,Win the Long War,Mindset,—
Instagram-WB,2026-05-24,FEED,One sperm out of 500 million made it through. Whether by design or chance — that was you.  And before that: your parents had to meet. Their paren...,https://www.instagram.com/p/DYuU4Cxlof_/,32,2,0,0,0,0.0,0.0,0,6.25,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYuU4Cxlof_,—,—,False,Prehistoric Memories,Human Origins,—
Instagram-WB,2026-05-25,FEED,"Around 70,000 years ago the Toba supervolcano erupted in what is now Sumatra.  It was the largest volcanic eruption in the last 2 million years. ...",https://www.instagram.com/p/DYxFDn8kj59/,28,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYxFDn8kj59,—,—,False,Prehistoric Memories,Human Origins,—
Instagram,2026-06-02,REELS,Heavier athletes overheat faster. Here's the science.  Your body generates heat proportional to mass but dissipates it proportional to skin surfa...,https://www.instagram.com/reel/DZGHSC7hs93/,26,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZGHSC7hs93,Clydesdale Protocol Launch,2,True,The Clydesdale Protocol,Heat,—
YouTube,2026-05-18,VIDEO,How I Dropped My Cholesterol 75 Points Without Medication | Win the Long War,https://www.youtube.com/watch?v=U8LIilIaB2U,24,1,0,2,0,3.0,19.0,0,12.5,Will Power Protocols,,,,,,,,,,,,"Promising, Repurpose Candidate",Good engagement; test a stronger hook or repost angle. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=U8LIilIaB2U,Win the Long War Launch,3,True,Win the Long War,Cholesterol,—
